Tipo_dia|Modo|Paradero|Comuna|Media_hora|Subidas_Promedio
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.5|3.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.5208333333333334|4.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.5416666666666666|2.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.5625|4.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.5833333333333334|5.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.6041666666666666|3.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.625|2.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.6458333333333334|1.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.6666666666666666|4.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.6875|4.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.7083333333333334|2.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.7291666666666666|4.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.75|3.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.7708333333333334|3.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.7916666666666666|0.0
LABORAL|Bus|E-10-77-NS-16|PUDAHUEL|0.8125|4.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.0|1.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.020833333333333332|1.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.25|5.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.2708333333333333|14.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.2916666666666667|9.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.3125|26.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.3333333333333333|18.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.3541666666666667|13.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.375|4.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.3958333333333333|12.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.4166666666666667|5.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.4375|21.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.4583333333333333|9.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.4791666666666667|15.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.5|17.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.5208333333333334|21.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.5416666666666666|28.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.5625|20.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.5833333333333334|16.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.6041666666666666|16.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.625|19.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.6458333333333334|15.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.6666666666666666|16.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.6875|10.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.7083333333333334|16.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.7291666666666666|17.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.75|12.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.7708333333333334|11.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.7916666666666666|9.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.8125|11.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.8333333333333334|10.0
SABADO|Bus|E-10-71-OP-21|PUDAHUEL|0.8541666666666666|5.0
